Label,MaterialGroup,ClassIdx,Density,VoidFraction,NumVoids,Mass,Seed,RSSI_Low_RX01,RSSI_Low_RX02,RSSI_Low_RX03,RSSI_Low_RX04,RSSI_Low_RX05,RSSI_Low_RX06,RSSI_Low_RX07,RSSI_Low_RX08,RSSI_Low_RX09,RSSI_Low_RX10,RSSI_Low_RX11,RSSI_Low_RX12,RSSI_Low_RX13,RSSI_Low_RX14,RSSI_Low_RX15,RSSI_Low_RX16,RSSI_High_RX01,RSSI_High_RX02,RSSI_High_RX03,RSSI_High_RX04,RSSI_High_RX05,RSSI_High_RX06,RSSI_High_RX07,RSSI_High_RX08,RSSI_High_RX09,RSSI_High_RX10,RSSI_High_RX11,RSSI_High_RX12,RSSI_High_RX13,RSSI_High_RX14,RSSI_High_RX15,RSSI_High_RX16
Cement 900,cement,2,1.5000125,0.30875,18772,900,123269,-35.4084348395009,-36.7134380974097,-36.8319405909352,-35.4968489190732,-36.8238053426861,-36.224631040101,-36.2294464407064,-36.798031321547,-36.6348370094986,-36.2952693921192,-36.2894910815684,-36.7844550422542,-35.3930707071941,-36.7675321567259,-36.8196845515931,-35.4064070510693,-30.581902896229,-31.8327418042341,-31.7748841481142,-30.6221815297441,-31.9093151512052,-31.2957128404629,-31.3158503052123,-31.8443486174469,-31.8353475626806,-31.295763270407,-31.2942210086127,-31.8033454753101,-30.597002625757,-31.8089534803317,-31.9107343670206,-30.5871129238434
Cement 900,cement,2,1.5000125,0.30875,18772,900,123270,-35.8131040298692,-37.0722836606759,-37.0319250510656,-35.8547177069861,-37.1204887186588,-36.619777305797,-36.4787310084007,-37.0802119773479,-37.1861415884481,-36.6271710362726,-36.5210190281426,-37.0660753144989,-35.795747759302,-37.0669574933693,-37.1273911070982,-35.7900831989363,-32.2123761433234,-33.5469940886642,-33.4573844808553,-32.2455720613916,-33.505653907024,-32.9184685996339,-32.9419974207442,-33.4941805025952,-33.5792749076548,-32.8865543033576,-32.8296413307581,-33.5282574001358,-32.1401498917289,-33.4299214346237,-33.4930525841389,-32.1682373184851
Cement 900,cement,2,1.5000125,0.30875,18772,900,123271,-35.3526853373507,-36.431625342126,-36.5148300916631,-35.355284283165,-36.4369977131984,-35.9625576232301,-36.0233492591492,-36.500956980645,-36.4514969132358,-36.0108192090329,-35.969880820903,-36.5786083347273,-35.2959013461885,-36.4812757989543,-36.5001292778631,-35.2951918892993,-31.4972690738327,-32.744125776833,-32.7334457223626,-31.5519649856075,-32.7053368691001,-32.2763846571994,-32.2948976967906,-32.7924415723348,-32.6361497443307,-32.1315377949325,-32.1800820377973,-32.7358037195125,-31.5056681979758,-32.716819482303,-32.7044780292708,-31.4571570874665
Cement 900,cement,2,1.5000125,0.30875,18772,900,123272,-35.5806306717796,-36.9331044139501,-36.8570554332457,-35.5437531597287,-36.8711906134944,-36.3809532262711,-36.3900060456741,-36.9265348411004,-36.8415585326983,-36.4073527663613,-36.3255555894278,-36.8172908442278,-35.5920592241422,-36.8516835685708,-36.8268638738738,-35.4939855203461,-30.9272123290211,-32.186422911044,-32.2206695085087,-30.9401403152392,-32.2262586214345,-31.6088172890069,-31.5693713935478,-32.230814852694,-32.2030887485368,-31.6801551972211,-31.6964339792872,-32.1558129205554,-30.8896772337375,-32.1179580834093,-32.1835827464908,-30.818715912327
Cement 900,cement,2,1.5000125,0.30875,18772,900,123273,-34.3643993479266,-35.7009031084636,-35.6870653329876,-34.4145760328943,-35.7226048557855,-35.1712726557125,-35.1024735228409,-35.6748049385805,-35.7606315970159,-35.1372596812034,-35.140114285925,-35.7377644309194,-34.3423278706409,-35.7092087215382,-35.6799102678559,-34.4028890719343,-31.9904302270054,-33.2993269899228,-33.1560513723626,-31.9424916543592,-33.2684393264324,-32.7825645305177,-32.693529337186,-33.3136113979,-33.2408661247034,-32.67599223196,-32.7258130586592,-33.1379256278644,-32.0605614656774,-33.3733520297672,-33.250078087896,-31.8865818572579
Cement 900,cement,2,1.5000125,0.30875,18772,900,123274,-35.4527831134401,-36.8196299421824,-36.8173516169134,-35.4288815976759,-36.8781890512038,-36.3952524134853,-36.3562080754739,-36.7225241742033,-36.8085019248335,-36.2445526157637,-36.3409181896624,-36.8464902279377,-35.3769150013163,-36.7440933852329,-36.7571926118632,-35.5181081358329,-31.5236922738719,-32.7857285616902,-32.8246557218396,-31.4636345600907,-32.86990138028,-32.3632672092482,-32.2208260422547,-32.7376182253599,-32.7592882623319,-32.303408785854,-32.3019473227194,-32.7539691183762,-31.4687743772652,-32.8351554357471,-32.8212154124864,-31.4939157226399
Cement 900,cement,2,1.5000125,0.30875,18772,900,123275,-34.8297724856576,-36.2083000597918,-36.0834894532172,-34.8185583094319,-36.1451046330136,-35.6620778544196,-35.6542998441384,-36.1710752203084,-36.1907410100129,-35.5012991749323,-35.6004288091876,-36.1061244626668,-34.8372880613582,-36.1543481100685,-36.1786924333824,-34.7312236981802,-31.2777908672116,-32.5496978206893,-32.6086177993314,-31.3101034011599,-32.717387672323,-32.0529107443379,-32.06840821186,-32.7126986727465,-32.611796010446,-32.1522774518448,-31.9933011948316,-32.6409628441461,-31.3434716663822,-32.6674249063552,-32.6737048614523,-31.2012457955617
Cement 900,cement,2,1.5000125,0.30875,18772,900,123276,-34.4355691861084,-35.7389708078928,-35.6423440856722,-34.4883890307548,-35.6784074885655,-35.1265067080859,-35.2019320836791,-35.7140871212209,-35.8758246535404,-35.1508841505615,-35.1629534070202,-35.6696758112388,-34.4553493114918,-35.6815193884702,-35.7361734868751,-34.4966478678605,-31.4967274895466,-32.8151338391963,-32.7529276768713,-31.5287722281877,-32.7550005809643,-32.3092032155602,-32.1979267963124,-32.7370864071942,-32.7785311582781,-32.2186992124888,-32.1807880178952,-32.7368243845626,-31.537099932583,-32.7513796410866,-32.8663420416323,-31.5365163770082
Cement 900,cement,2,1.5000125,0.30875,18772,900,123277,-36.2108437912325,-37.3992745531216,-37.4861157341894,-36.1677368873319,-37.3635350777353,-36.8741549704075,-36.8570814051006,-37.513065397496,-37.4512207065185,-36.7859577478182,-36.8639792490297,-37.5664893697462,-36.2748128074024,-37.4466144156075,-37.4325397829898,-36.1833729117577,-30.5517720104624,-31.8929216884298,-31.9888601710876,-30.6578406760828,-31.9330001923947,-31.2190157491662,-31.2206961953847,-31.9574643407239,-31.7569932536954,-31.1877716392136,-31.2249461661176,-31.815956340453,-30.5847969228034,-31.9488937250717,-31.8397753987791,-30.6139120860035
Cement 900,cement,2,1.5000125,0.30875,18772,900,123278,-35.7567461004443,-37.0158466975022,-36.9957879217849,-35.8640956953329,-37.0951126679798,-36.5330568785531,-36.6280373753843,-37.0963121716445,-37.052857370066,-36.5257183835486,-36.6208289965406,-36.8544263638614,-35.7280474845026,-37.0529761714859,-37.0289011779455,-35.8810129007876,-30.426158621496,-31.6562096170478,-31.6633133094271,-30.4162232522332,-31.6825547095341,-31.2822879617525,-31.2600644601749,-31.6948575162685,-31.690667931286,-31.2048011971813,-31.1766358492455,-31.6665183106514,-30.438645671904,-31.7531268429444,-31.6768078363166,-30.4468826646376
Cement 900,cement,2,1.5000125,0.30875,18772,900,123279,-34.3209641428714,-35.7309712587636,-35.6142713325604,-34.463817862737,-35.6261652195792,-35.1485254660225,-35.174544638051,-35.7115445043426,-35.5232744140035,-35.1773179538946,-35.1680266310278,-35.6792909034208,-34.3651349217507,-35.6440583747671,-35.7143211965552,-34.3237227774342,-31.3694407979568,-32.6741380777699,-32.6925576863063,-31.3160175884975,-32.6854075085188,-32.2389890606135,-32.1764936910605,-32.6414853573551,-32.7673246349479,-32.2403084654169,-32.2037683232778,-32.765814896981,-31.4215805885697,-32.8041190117771,-32.781072097508,-31.3198024114425
Cement 900,cement,2,1.5000125,0.30875,18772,900,123280,-34.8065586144683,-35.9282892979097,-36.1012127471433,-34.7936623208558,-36.1157706491458,-35.4565161348204,-35.5453479330129,-36.1049755505366,-36.0629056476204,-35.421454907817,-35.3847646787282,-36.1521499782979,-34.7048592436951,-35.9747257528787,-36.0098096868861,-34.7070006267257,-31.8472611648022,-33.2260896277739,-33.0937966942604,-31.7727238474094,-33.1558009289066,-32.5227319578615,-32.6289867933653,-33.0965848842988,-33.1596220866188,-32.52366624216,-32.6501646703706,-33.2269044994035,-31.7989627421385,-33.0941454211658,-33.1116301740196,-31.8214561030794
Cement 900,cement,2,1.5000125,0.30875,18772,900,123281,-36.0600519664789,-37.4688395112568,-37.4384971602262,-36.081346198276,-37.4504550536268,-36.8713774204586,-36.8739992753302,-37.3378375005295,-37.2991950053273,-36.8476817745821,-36.9823144998404,-37.3637974475483,-36.0913551789431,-37.4026019842867,-37.4593092116635,-36.0991819833224,-30.9504420684949,-32.2613581522021,-32.2268054515446,-30.8825727763672,-32.2349614411252,-31.7235560188524,-31.6943949638268,-32.1672384859628,-32.2148851334825,-31.7340471404944,-31.7702682548209,-32.243223484268,-30.9290045111941,-32.217341166003,-32.2458615098033,-30.9796008693011
Cement 900,cement,2,1.5000125,0.30875,18772,900,123282,-35.2354631733328,-36.6416338269325,-36.6367353404517,-35.4169017940461,-36.5952199593496,-35.9910765763437,-36.1794677170463,-36.7804489349571,-36.7327040957954,-36.0025353588495,-36.1244310851502,-36.664019639514,-35.3106822394691,-36.6386498170303,-36.6309319811304,-35.2712081083177,-31.2286446720916,-32.5395419458392,-32.4637672526079,-31.1443824891085,-32.3366159533901,-31.9380233824888,-32.033723411527,-32.5310607550047,-32.4024118476909,-31.9533202442469,-32.0146932176971,-32.4831968432609,-31.097387539818,-32.4632356613389,-32.5415177458267,-31.103586400971
Cement 900,cement,2,1.5000125,0.30875,18772,900,123283,-35.1033694214467,-36.4199055619652,-36.4758790825012,-35.0676151040448,-36.3636372739778,-35.8157191127064,-35.9396698607395,-36.4680591482268,-36.3989659208971,-35.8041530530173,-35.8983179961303,-36.415401183288,-35.1615386110962,-36.5260451262609,-36.4915174751457,-35.1966654312186,-31.3310123349086,-32.5376591736509,-32.624699705333,-31.2709694669618,-32.6072929793487,-31.9438608872332,-32.0731936495249,-32.6057615565031,-32.6320842444526,-32.0259856444713,-32.130200303682,-32.5871735635268,-31.2939807632102,-32.6140502015498,-32.6505979524451,-31.2944538874934
Cement 900,cement,2,1.5000125,0.30875,18772,900,123284,-36.1280443686419,-37.5270326857604,-37.5329672812842,-36.1585876968764,-37.4071765805149,-36.8943137679932,-36.8248154296174,-37.598880072847,-37.4833538469276,-36.8395613339598,-36.8442771863182,-37.4758023332183,-36.0784801981723,-37.3946255488277,-37.4285490008629,-36.0777378186352,-31.5600559720826,-32.9823368613402,-32.9184976700023,-31.5969189889677,-32.9445532303725,-32.3735842442136,-32.3746095177438,-32.967061938268,-32.9440349434656,-32.2725542045451,-32.3841669878755,-32.9318228406526,-31.5673532906375,-32.8853767722933,-33.0780433449985,-31.570950336523
Cement 900,cement,2,1.5000125,0.30875,18772,900,123285,-35.6115898788835,-36.979194393068,-37.0064498494085,-35.6030727949003,-36.8713600875306,-36.3592049564759,-36.4294123978215,-36.8460475138375,-36.9373706257391,-36.3386607106244,-36.4504853228168,-36.7723834582546,-35.6593972502485,-36.9108534534013,-36.8329888546032,-35.6945319239501,-30.9256092285828,-32.0450662079239,-32.106341734832,-30.9763356303712,-32.1502252615967,-31.6804390573075,-31.6041390540299,-32.1158858762069,-32.1303638336891,-31.5900326599243,-31.6754938369012,-32.0879589426263,-30.9421884355337,-32.1408116679068,-32.1795552587745,-30.8528465890028
Cement 900,cement,2,1.5000125,0.30875,18772,900,123286,-35.8312441764641,-36.9663467964581,-37.087933580591,-35.722272195532,-37.127423368064,-36.5535153658505,-36.4688704107674,-37.0582496696297,-37.1017321365261,-36.4845090084029,-36.4301497465709,-37.0961432998572,-35.8137512637078,-37.176039448194,-37.09770294067,-35.6360815073725,-32.0178266704736,-33.3047105805481,-33.383749900674,-31.9757985194276,-33.3581480337471,-32.7716530529685,-32.7330013492997,-33.332837396079,-33.3693166107608,-32.7625972270036,-32.9242504417055,-33.4224495479133,-31.9838546156123,-33.3895077787177,-33.3940804927863,-32.0497403620177
Cement 900,cement,2,1.5000125,0.30875,18772,900,123287,-34.6524346658376,-35.9884407169005,-35.9854804457684,-34.618974662006,-36.1028466228497,-35.4774636777024,-35.3159590422594,-35.9676697894612,-36.0139917801717,-35.3483711044886,-35.3996949321092,-36.0197302224382,-34.6865822413249,-36.0201455525831,-36.0498854460616,-34.6885043237128,-31.2763257961251,-32.6829666157737,-32.649314049396,-31.3555414675699,-32.5996407752654,-32.0515011774401,-31.9723608548019,-32.5385211812252,-32.6822164860962,-32.0678136717597,-31.9096329542745,-32.635719148005,-31.308757939127,-32.5947962811382,-32.5688297073555,-31.31101846268
Cement 900,cement,2,1.5000125,0.30875,18772,900,123288,-34.9061255390362,-36.202224627575,-36.1398641589274,-34.8450719260207,-36.0657852102601,-35.63418993592,-35.6365576029014,-36.1490919976611,-36.1875672844292,-35.5626676191493,-35.6268606055053,-36.139092189353,-34.9257814734748,-36.2049393857137,-36.1711536689537,-34.8926295580056,-30.6572709424153,-31.8194282640927,-31.886542478599,-30.6060216321176,-31.8018937582444,-31.3897442159648,-31.3563114291707,-31.9332674873109,-31.8791160936656,-31.3895845280518,-31.3639713339537,-31.9022136494726,-30.6678057915111,-31.955196411515,-31.929878873994,-30.6159533770264
Cement 900,cement,2,1.5000125,0.30875,18772,900,123289,-35.1443140782265,-36.3446528489901,-36.4257536361551,-35.1166105485213,-36.4215683752976,-35.8083483374336,-35.8580089169628,-36.4143644706938,-36.4514837783057,-35.8826779707401,-35.8023922700581,-36.4529685459469,-35.0671226691761,-36.4535433061127,-36.5948591539864,-35.1323612753797,-31.670627727494,-33.0030375051079,-33.0123690898739,-31.7138191031286,-33.0186478406855,-32.4933647126191,-32.4931390744471,-33.0459585430794,-33.1173287831106,-32.4787249424306,-32.5119139730069,-33.1688718818208,-31.7259308456022,-33.0472354844955,-33.0389227145826,-31.6680370007131
Cement 900,cement,2,1.5000125,0.30875,18772,900,123290,-34.7479203617788,-36.0102749084629,-36.036124995513,-34.7609321815687,-36.0545640604471,-35.4555608311783,-35.4429273843685,-36.0339239198849,-36.0684917267649,-35.5289045150141,-35.4754806717505,-35.9694893435226,-34.7579402390672,-35.9670742818827,-36.0048135841038,-34.7095800532163,-32.0894403343995,-33.3784431301675,-33.5182838291397,-32.0780789706035,-33.4181857570467,-32.8523745083965,-32.8741592500676,-33.3489168995734,-33.4048091382937,-32.8870303823964,-32.9079299719848,-33.375867883423,-32.1243512139184,-33.3832255761156,-33.3820615709363,-32.1188050641084
Cement 900,cement,2,1.5000125,0.30875,18772,900,123291,-34.6998331898367,-35.9756065936824,-35.9330454961582,-34.6444406510911,-36.0074924667505,-35.456350559441,-35.4309068543649,-35.9906233580145,-36.0739284687996,-35.5256801317839,-35.5100673347685,-35.8909595566583,-34.7274117855034,-36.078003775589,-36.0536341059408,-34.7324465047689,-32.3249416721914,-33.5540438765749,-33.4750267641842,-32.2701105474478,-33.5776157699396,-33.1209425749161,-33.0777765471909,-33.4878256666123,-33.4960179371875,-32.9806840781886,-32.9516449462484,-33.4666055113299,-32.2693683728217,-33.4737853188718,-33.5176275736969,-32.1745562679752
Cement 900,cement,2,1.5000125,0.30875,18772,900,123292,-35.8507744076459,-37.1732860684108,-37.1373042115744,-35.904183733801,-37.1050497122297,-36.7561530044368,-36.72986680009,-37.1633661381323,-37.0884116623491,-36.66670912304,-36.6580832287976,-37.1827073989809,-35.9206747653861,-37.0157927342363,-37.2036829860998,-35.8045160989963,-31.4961159612142,-32.8026022016543,-32.8003778412275,-31.5056829095709,-32.7706596107401,-32.3991918085974,-32.4154648077878,-32.790144477005,-32.7247779411138,-32.3798674815596,-32.3128242964196,-32.7417013872898,-31.5910517816406,-32.7308699067539,-32.7678428464852,-31.51714567414
Cement 900,cement,2,1.5000125,0.30875,18772,900,123293,-35.8111655341063,-37.0254456555794,-37.0636874825699,-35.7671584745437,-37.0370990421201,-36.5787272828954,-36.5181041131485,-37.1419917754518,-37.0826080901629,-36.3642726554487,-36.5086953775809,-37.1722884591994,-35.8287451493451,-37.1132639002336,-37.1135410308393,-35.7306209621422,-30.8315190436173,-32.3358712173596,-32.2591384576463,-30.9130309079427,-32.3152965334066,-31.7999020224685,-31.7543456045633,-32.2616813809677,-32.2963460023496,-31.686521029144,-31.7339956166082,-32.3952755770981,-30.9870930469169,-32.254226244193,-32.1718750924541,-30.9297652411701
Cement 900,cement,2,1.5000125,0.30875,18772,900,123294,-35.1789757813078,-36.50174523967,-36.578813134738,-35.0015458043871,-36.4498895451383,-35.904090114093,-35.9181422639142,-36.5262019147675,-36.5406198149386,-35.8534003451566,-36.0040067385284,-36.5063773409908,-35.1082792203751,-36.4654540071425,-36.447521090134,-35.1216277893659,-31.7574720978348,-33.0335720558969,-33.1406956732546,-31.7346230799359,-33.1398816858323,-32.4664368361808,-32.5549505451393,-32.9412421582858,-33.1107282942209,-32.5867085803225,-32.5276964612582,-33.0305464084864,-31.6473937742227,-33.0476369136307,-33.0371459902224,-31.6341815164965
Cement 900,cement,2,1.5000125,0.30875,18772,900,123295,-35.4494074628646,-36.9169339560325,-36.7681642355014,-35.4294471167447,-36.8098314445012,-36.2770144015146,-36.2494442547996,-36.7563326020816,-36.7725957338384,-36.304221109549,-36.2308321721185,-36.7130477553932,-35.6135771828256,-36.7258530140179,-36.6228800590575,-35.4731838574319,-30.4758850949105,-31.8158872838386,-31.6914365620068,-30.4458589672237,-31.7572395656363,-31.3059744787505,-31.27886412049,-31.7495021764379,-31.8274901343271,-31.280361333748,-31.2358995704038,-31.7485067932753,-30.5559019878753,-31.7724851630093,-31.8761402640211,-30.4569658303526
Cement 900,cement,2,1.5000125,0.30875,18772,900,123296,-36.0525869692051,-37.3775279091227,-37.38871964286,-35.9926331829395,-37.3132207133451,-36.8344923928852,-36.85250503522,-37.3380495126999,-37.345455443021,-36.8121446269777,-36.8037608372743,-37.4250586497215,-36.0744636223223,-37.391219908093,-37.3179252906097,-36.0674699488409,-30.8901785601987,-32.2423594347759,-32.3233277093213,-30.8631133064,-32.073605305031,-31.6831500396646,-31.6865709480606,-32.2702795352657,-32.3580368713998,-31.6497221658671,-31.7070366865986,-32.2373564892265,-30.9453972637941,-32.2907933292875,-32.172768450615,-30.9188803147064
Cement 900,cement,2,1.5000125,0.30875,18772,900,123297,-34.885184159349,-36.2175851120304,-36.1996654305082,-34.925192208171,-36.2117069896591,-35.7083535416836,-35.7048194620465,-36.1621893586993,-36.2774778517144,-35.6989086260745,-35.7311485053138,-36.1709350976453,-34.8788793350661,-36.2943580178693,-36.1455874182369,-34.9395707307637,-30.801276704802,-32.1645238269152,-32.1181953119817,-30.7675373015718,-32.0190328461457,-31.5544163350386,-31.5555845095831,-32.0684591056057,-32.03516390822,-31.6035470142419,-31.5867301201048,-31.9628912581989,-30.7404111200839,-32.0613828325611,-32.1201571593379,-30.7583970938644
Cement 900,cement,2,1.5000125,0.30875,18772,900,123298,-35.8374222084623,-37.2201866300137,-37.1593417776818,-35.9053789084905,-37.1003530993555,-36.7216923187216,-36.7071424908263,-37.2546450666599,-37.2626268262154,-36.7498907774436,-36.7130081163731,-37.2688037324299,-35.9069679185226,-37.1900710278122,-37.304482350498,-35.890389160462,-31.0027611101846,-32.459712583319,-32.4286930532496,-31.0252826012155,-32.3800003381689,-31.9146250063954,-31.9457381652242,-32.404278091362,-32.3745046963769,-32.0027006928497,-31.9707908804527,-32.3332217780627,-31.1134257579527,-32.3678611688796,-32.404712594225,-31.1060235289152
Cement 900,cement,2,1.5000125,0.30875,18772,900,123299,-36.049662767708,-37.3797230980715,-37.3156038830602,-36.0618582803674,-37.3472743398393,-36.7652614141369,-36.764220434643,-37.3023217787543,-37.3826670373619,-36.7435696877641,-36.7691833974772,-37.3474130760252,-36.0182193897071,-37.4156046825564,-37.3948116248815,-36.0806760817005,-32.0298460084576,-33.2215675359563,-33.1712557124593,-31.896777641213,-33.2075094511724,-32.5390821691837,-32.5481694252043,-33.1487653755516,-33.1962428257877,-32.6346803343874,-32.6407988772366,-33.2254886062849,-31.8957423400486,-33.229507213893,-33.1693085618106,-31.8261477768467
Cement 900,cement,2,1.5000125,0.30875,18772,900,123300,-35.1806465510299,-36.5409198674189,-36.4209550767233,-35.2382737003198,-36.4847414175099,-35.9142417654342,-35.8584620899928,-36.4623082180569,-36.4583113017,-35.8715778422937,-35.9429037251224,-36.4586099673338,-35.1697655039741,-36.5387980822804,-36.4014619699935,-35.1938685000543,-30.7952725114142,-32.1330292603688,-32.0663412022866,-30.867283086559,-32.0771932118609,-31.5009208249873,-31.5420791355175,-32.148261850443,-32.0246859980851,-31.5693039464732,-31.6438028251215,-32.14119807608,-30.8433044126716,-32.1355835999424,-32.1040295907848,-30.7794898715662
Cement 900,cement,2,1.5000125,0.30875,18772,900,123301,-35.3194846510422,-36.7006755695904,-36.6801319876818,-35.2513604656713,-36.7620567286211,-36.1697887142229,-36.0741460854681,-36.6938480379507,-36.6381830459908,-36.0759063483037,-36.008520098691,-36.7054626233149,-35.3681164155397,-36.6213574293847,-36.6615881225335,-35.3684609104175,-31.3319919946349,-32.7379610405874,-32.6873655597285,-31.2942900122808,-32.8165954076183,-32.1359193709179,-32.0990780598421,-32.7413675265873,-32.7538265210425,-32.1652406760182,-32.0156075776364,-32.7703763678546,-31.3790456333542,-32.685643704033,-32.7838883305096,-31.4182980967524
Cement 900,cement,2,1.5000125,0.30875,18772,900,123302,-36.2804829200798,-37.4656230244748,-37.4768252941561,-36.3105896509683,-37.3985866715571,-36.9577112834368,-36.8813093223995,-37.449731272158,-37.4761977355464,-36.9633054513212,-36.9850991156099,-37.5437192913789,-36.2595679183583,-37.501270172216,-37.5526150136131,-36.300265602182,-30.7305412738072,-32.0587663002285,-32.0440003643268,-30.7693484041015,-31.9780249876972,-31.5673416460921,-31.5695370790021,-32.0434914499318,-32.0342921365754,-31.431482816506,-31.5780018430468,-32.0068072316322,-30.7020349275342,-31.9919239820039,-32.0265770433062,-30.7421777162465
Cement 900,cement,2,1.5000125,0.30875,18772,900,123303,-35.9218992810341,-37.2814908178009,-37.4184659182771,-36.0273343539258,-37.3982352636828,-36.7655296546653,-36.7015736564889,-37.3348105714222,-37.408575636523,-36.778245770104,-36.7733262099999,-37.433120790566,-36.0583369465437,-37.3809073451591,-37.3466360346087,-35.9464460881054,-31.1150705142561,-32.5399915791231,-32.5031279834842,-31.1115607287403,-32.5321287039544,-31.973587208107,-31.9982192427173,-32.5170083424999,-32.5654540255611,-31.8659721871694,-31.9648320542226,-32.6033293384289,-31.1256870225341,-32.5847587520954,-32.464231635989,-31.1430230963579
Cement 900,cement,2,1.5000125,0.30875,18772,900,123304,-35.5162005703032,-36.8266652208173,-37.021166907658,-35.529587757363,-36.9006558190274,-36.2546799412513,-36.3409608981919,-36.8710213783103,-36.957082951731,-36.3379720182248,-36.382022492672,-36.9832614615693,-35.4877851026021,-36.9691983245197,-36.8587285398763,-35.5834554803145,-30.4814750263068,-31.8958768492473,-31.8278143463868,-30.5517550747891,-31.7910451583444,-31.3026242547861,-31.2536824238504,-31.82818295916,-31.9731073918498,-31.3018383836057,-31.3233702563382,-31.9652644388128,-30.4986941422196,-31.7827080107674,-31.819868375205,-30.5242495081728
Cement 900,cement,2,1.5000125,0.30875,18772,900,123305,-34.6189181881669,-35.8939091590794,-35.7902363925381,-34.5569792065272,-35.9395754553532,-35.3935002431202,-35.3750844812783,-35.8985285098634,-35.8311745895402,-35.3574763660459,-35.3643975381674,-35.8646674628126,-34.6192818330821,-35.8759287816716,-35.8963740491987,-34.5464242051273,-30.6424285389013,-31.8526052770294,-31.872180580612,-30.4893938225182,-31.7727443300846,-31.2972742420702,-31.2854514761443,-31.7974652244471,-31.9121875725299,-31.2433535337893,-31.3501105460629,-31.7864163595437,-30.5198155430327,-31.6853126994934,-31.7353480178857,-30.4538451941927
Cement 900,cement,2,1.5000125,0.30875,18772,900,123306,-35.9769349082972,-37.4865571658461,-37.3932534925018,-35.9779371015649,-37.303523206172,-36.8133726425237,-36.7290020655806,-37.3329966840287,-37.4550577535851,-36.8897049944769,-36.8886791986238,-37.3226471402447,-35.9956509417579,-37.4210830866162,-37.3203675719969,-36.0233595996429,-31.4032099291327,-32.8002319350728,-32.7398308355483,-31.3943187094056,-32.780123881689,-32.2913056103468,-32.2096535808799,-32.6985994339089,-32.7017081809521,-32.2678599586191,-32.1847476374903,-32.7827839559587,-31.2842241375701,-32.8409227850052,-32.7708327368104,-31.3975649061978
Cement 900,cement,2,1.5000125,0.30875,18772,900,123307,-36.1284022139816,-37.4967906168932,-37.3488062556308,-36.1920439357899,-37.3775771021752,-36.8068676639581,-36.8468898788078,-37.3704624730178,-37.3695485876673,-36.7934425970554,-36.8322671483856,-37.3839007622147,-36.2196819536595,-37.3310589026643,-37.4156373946219,-36.1172029214331,-30.7583062135489,-31.8994211405383,-31.8689199784892,-30.6218161940523,-31.8795050834964,-31.3272436056883,-31.3296514562668,-31.8177339583769,-31.9454266756846,-31.3398438265342,-31.352209664682,-31.9450920873637,-30.7200458541644,-31.8929552922793,-31.7990105005732,-30.6605103713131
Cement 900,cement,2,1.5000125,0.30875,18772,900,123308,-34.90146741574,-36.1990706410172,-36.2541654156469,-34.9417499841587,-36.1548333558479,-35.5497188475683,-35.669616059025,-36.2039535544177,-36.0389350031142,-35.6377008800017,-35.6234742193287,-36.0997768560115,-34.8352042200594,-36.1284695974172,-36.1869912939689,-34.8458137333513,-31.9663909218876,-33.339029299605,-33.2572610896042,-32.0417367250118,-33.3765359613667,-32.8122751865719,-32.7754402973875,-33.3083763268766,-33.1907785098899,-32.7365905325775,-32.8106071578779,-33.2826306190403,-32.0394595238484,-33.2455541613636,-33.2746954984,-32.0240161761129
Cement 900,cement,2,1.5000125,0.30875,18772,900,123309,-36.4098724474054,-37.6755675941337,-37.6116028465128,-36.4694759552024,-37.6523035553837,-37.181682151608,-37.0326550914176,-37.6603636735473,-37.6823128838704,-37.1560696027701,-37.0742946227564,-37.7401625643524,-36.4191977210943,-37.7373212368046,-37.7130528437538,-36.4464952166484,-32.2158571627323,-33.5377363866193,-33.4622929816998,-32.3290055355903,-33.6051185727951,-33.0711342341709,-33.0687172182766,-33.5937631259994,-33.5905949121997,-33.0016747159752,-32.9903336166298,-33.5137069857417,-32.2680768086012,-33.5672400287264,-33.4878703839998,-32.3010079227599
Cement 900,cement,2,1.5000125,0.30875,18772,900,123310,-36.1168892486348,-37.3076219737271,-37.346835897765,-36.0718433082204,-37.4172739871113,-36.734126641371,-36.876793540469,-37.3185367636204,-37.3576088392925,-36.7733696829634,-36.777821017168,-37.338734068671,-36.1789431290233,-37.3914101809235,-37.381167254227,-36.0924908174816,-31.2861638121134,-32.509073920211,-32.6106169323786,-31.2741442765603,-32.7183622012852,-32.1263090305061,-31.9910020833453,-32.555897914333,-32.5673414070252,-32.0513414786154,-32.0069817441578,-32.6582367703339,-31.3499683418248,-32.6471099138448,-32.7447076270224,-31.3305685051995
Cement 900,cement,2,1.5000125,0.30875,18772,900,123311,-36.2996589845382,-37.6136774082039,-37.583994341499,-36.2981862252707,-37.6231539010353,-37.0862669834643,-37.106068392127,-37.6646812871509,-37.6699258970038,-37.0884271706941,-37.1508414619834,-37.7042382626197,-36.3500685986504,-37.6924921317771,-37.6786373761331,-36.2821116989383,-32.3356668201315,-33.7035856438011,-33.623663409241,-32.3026576239922,-33.7208479015651,-33.1837653738566,-33.1933673762172,-33.6767780127583,-33.7178179324019,-33.1368869043729,-33.1314831899281,-33.6022091895415,-32.3709678966526,-33.7507442227005,-33.5972690501835,-32.3003849082549
